,v001,v002,response,v5,v9,v12,v29,v32,v33,v34,v36,v37,v105,v106,v109,v112,v113,v116,v117,v119,v120,v122,v123,v173,v174,v176,v178,v179,v180,v181,v182,v183,v184,v185,v186,v191,v192,v193,v194,v195,v196,v197,v198,v199,v200,v201,v202,v203,v204,v171.1,v172.1
149,15,26,0,2.0,1.0,1.0,8.0,3.0,3.0,,1.0,1.0,,,,,,,,8.0,7.0,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,11,30,0,,,,2.0,,,1.0,,1.0,,,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,13,44,0,1.0,,1.0,17.0,1.0,,14.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,13,21,0,1.0,,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,16,22,0,2.0,,2.0,12.0,,4.0,5.0,2.0,1.0,,,,,,,,2.0,8.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,3,29,0,,,,10.0,2.0,,7.0,,1.0,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,8,63,0,1.0,,1.0,55.0,1.0,1.0,50.0,1.0,2.0,,,2.0,,,1.0,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,9,36,0,1.0,,,6.0,5.0,,1.0,,,,,,,,,,7.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,10,22,1,2.0,2.0,,10.0,2.0,4.0,3.0,,1.0,,,,,,,1.0,2.0,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,10,23,0,,,,8.0,4.0,2.0,1.0,,1.0,4.0,1.0,,2.0,1.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,11,75,0,1.0,,1.0,1.0,,,,1.0,,4.0,29.0,9.0,1.0,2.0,1.0,,,,14.0,,1998-04-28 20:00:00,7007.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
161,12,35,0,2.0,,2.0,20.0,1.0,1.0,16.0,2.0,,,,7.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,13,44,0,4.0,1.0,2.0,31.0,4.0,5.0,15.0,2.0,5.0,,,,,,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,13,56,0,1.0,,,3.0,,,3.0,,,15.0,1.0,5.0,5.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,13,20,0,3.0,1.0,2.0,16.0,1.0,9.0,,3.0,3.0,3.0,2.0,5.0,1.0,2.0,1.0,2.0,1.0,13.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,13,47,1,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,13,32,0,,,,4.0,,2.0,1.0,,1.0,,,,,,,4.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,14,57,0,1.0,,1.0,4.0,,1.0,,1.0,2.0,,,,,,,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,14,22,0,1.0,1.0,,4.0,,1.0,1.0,,2.0,,,,,,,2.0,,2.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,14,20,1,2.0,,,8.0,,4.0,,1.0,1.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,14,34,0,1.0,1.0,,7.0,,1.0,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,16,36,0,,,,14.0,4.0,,8.0,,2.0,2.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,16,37,0,4.0,1.0,2.0,36.0,4.0,4.0,20.0,2.0,6.0,,,,,,,,5.0,9.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,16,34,0,,,,3.0,2.0,1.0,,,,3.0,3.0,6.0,2.0,2.0,2.0,,1.0,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,16,24,0,2.0,,2.0,2.0,,,,2.0,,,,,,,,7.0,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,17,62,0,1.0,,,7.0,1.0,,5.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,4.0,7.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,17,47,0,2.0,,2.0,11.0,3.0,3.0,,2.0,3.0,,3.0,,,1.0,,,3.0,5.0,4.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,18,26,1,3.0,1.0,1.0,7.0,2.0,1.0,,1.0,3.0,,,,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,19,21,0,,,,9.0,9.0,,,,,15.0,8.0,21.0,2.0,2.0,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,19,30,0,2.0,2.0,,6.0,,2.0,3.0,,1.0,,,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,19,35,0,,,,9.0,3.0,3.0,1.0,,2.0,,,,,,,,,4.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,21,55,0,1.0,,,7.0,2.0,1.0,1.0,,3.0,2.0,,2.0,1.0,,1.0,,4.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,21,22,0,1.0,,1.0,9.0,1.0,1.0,3.0,1.0,3.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,22,51,1,2.0,,2.0,2.0,,,,2.0,,,,,,,,,,2.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,22,26,0,,,,7.0,1.0,2.0,1.0,,3.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,8,64,0,2.0,2.0,,33.0,3.0,3.0,24.0,,3.0,,1.0,,,1.0,,,,1.0,1.0,,2003-01-17 19:00:00,5281.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
187,9,32,0,5.0,1.0,4.0,47.0,4.0,4.0,31.0,4.0,4.0,,,,,,,,,7.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,9,30,0,,,,5.0,2.0,,1.0,,2.0,4.0,,,1.0,,,1.0,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,10,20,0,1.0,,1.0,6.0,,2.0,,1.0,3.0,,,,,,,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,10,44,0,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,11,29,0,,,,7.0,5.0,,2.0,,,,1.0,,,1.0,,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,11,28,0,1.0,,,5.0,,,3.0,,2.0,3.0,5.0,7.0,1.0,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,12,21,0,1.0,,1.0,3.0,,2.0,,1.0,,,1.0,,,1.0,,,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,14,31,1,2.0,1.0,,5.0,,4.0,,,,1.0,3.0,2.0,1.0,2.0,2.0,1.0,,4.0,5.0,3.0,1998-04-28 20:00:00,7007.0,5.0,Verified,498 Moderate,498.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
195,15,36,1,2.0,1.0,,2.0,,1.0,,,,1.0,3.0,3.0,1.0,1.0,2.0,,,3.0,3.0,2.0,1998-04-28 20:00:00,7007.0,41.0,Verified,488 Moderate,488.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,business,"0,27",U
196,15,37,1,2.0,,,10.0,1.0,,5.0,,4.0,,,,,,,,2.0,2.0,2.0,8.0,1998-04-28 20:00:00,7006.0,96.0,Verified,474 Moderate,474.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
197,16,23,0,,,,15.0,,5.0,6.0,,3.0,,,,,,,,,12.0,8.0,4.0,1995-08-13 07:00:00,7996.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
198,22,30,0,1.0,,1.0,4.0,,,3.0,1.0,,,,,,,,,,,1.0,,1995-08-13 07:00:00,7997.0,395.0,Verified,211 Low,211.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,12",U
199,6,28,0,2.0,1.0,,9.0,1.0,2.0,,,6.0,,,,,,,,,2.0,,4.0,2003-01-25 07:00:00,5276.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,1",U
200,9,32,1,2.0,1.0,,6.0,,3.0,2.0,,1.0,,,,,,,1.0,,22.0,4.0,13.0,1998-04-28 20:00:00,7007.0,1731.0,Verified,096 Very Low,96.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",Y
201,9,20,0,1.0,,1.0,1.0,,,,1.0,,2.0,,,1.0,,,,,,1.0,,1996-06-22 08:00:00,7683.0,0.0,ValidDomain,500 Moderate,500.0,4.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,1",U
202,10,28,0,2.0,,,64.0,5.0,5.0,45.0,,8.0,,,,,,,,,5.0,1.0,3.0,1998-04-28 20:00:00,7007.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
203,11,26,0,,,,,,,,,,,,,,,,,,4.0,2.0,4.0,1998-04-28 20:00:00,7007.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
204,13,32,0,,,,4.0,,2.0,2.0,,,,,,,,,,1.0,2.0,,,1999-10-07 20:00:00,6480.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,1",U
205,16,27,0,,,,2.0,1.0,1.0,,,,,,,,,,,,2.0,,,1998-04-28 20:00:00,7007.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",P
206,18,20,0,1.0,,1.0,1.0,,,,1.0,,,,,,,,4.0,,,,10.0,,,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
207,19,29,0,1.0,1.0,,4.0,,1.0,,,3.0,,,,,,,,,3.0,2.0,3.0,1998-04-28 20:00:00,7007.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
208,19,20,0,1.0,,1.0,1.0,,,,1.0,,,,,,,,2.0,,,2.0,,1998-04-28 20:00:00,7007.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
209,20,29,0,,,,5.0,2.0,,,,3.0,,,,,,,,3.0,2.0,,5.0,1998-04-28 20:00:00,7008.0,259.0,Verified,285 Low,285.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,3",U
210,7,40,0,1.0,1.0,,8.0,2.0,2.0,2.0,,2.0,3.0,1.0,4.0,2.0,1.0,1.0,,1.0,1.0,,,1999-10-07 20:00:00,6481.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
211,10,21,0,,,,2.0,,,,,2.0,1.0,,6.0,1.0,,1.0,,,1.0,,1.0,1995-08-13 07:00:00,7998.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
212,11,62,0,,,,5.0,3.0,,1.0,,1.0,10.0,1.0,1.0,3.0,1.0,1.0,,8.0,,,,1995-08-13 07:00:00,7998.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
213,11,33,0,,,,2.0,,,2.0,,,,,,,,,,1.0,,,,1998-04-28 20:00:00,7008.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
214,13,71,0,1.0,,,6.0,1.0,,4.0,,1.0,2.0,,3.0,1.0,,1.0,1.0,6.0,2.0,2.0,6.0,1998-04-28 20:00:00,7008.0,240.0,Verified,288 Low,288.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
215,14,33,0,1.0,,,6.0,3.0,,2.0,,,,1.0,,,1.0,,,3.0,,,,2000-04-03 20:00:00,6302.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
216,14,26,0,,,,30.0,5.0,,25.0,,,,,,,,,,,,,,1995-08-13 07:00:00,7998.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
217,15,40,0,,,,3.0,,,3.0,,,,,,,,,,,3.0,,4.0,2000-04-03 20:00:00,6302.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
218,18,21,0,1.0,,,10.0,9.0,,,,1.0,,1.0,,,1.0,,2.0,5.0,2.0,2.0,2.0,1998-04-28 20:00:00,7008.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
219,19,28,0,1.0,,1.0,4.0,2.0,,1.0,1.0,,,,,,,,,3.0,2.0,1.0,,1996-06-22 08:00:00,7683.0,0.0,ValidDomain,500 Moderate,500.0,4.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
220,20,30,1,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,2.0,,1995-08-13 07:00:00,7999.0,1668.0,Verified,096 Very Low,96.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,1",P
221,11,44,0,3.0,1.0,1.0,9.0,,3.0,3.0,1.0,2.0,,,,,,,,2.0,2.0,4.0,3.0,1998-04-28 20:00:00,7010.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
222,14,23,0,1.0,,,26.0,4.0,,20.0,,2.0,5.0,,6.0,1.0,,2.0,1.0,,,,2.0,1999-12-22 19:00:00,6406.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
223,16,26,1,1.0,1.0,,2.0,,1.0,1.0,,,,,,,,,1.0,,6.0,1.0,1.0,1995-08-13 07:00:00,7999.0,97.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
224,16,42,1,,,,,,,,,,,,,,,,2.0,,,,,1996-06-22 08:00:00,7684.0,0.0,ValidDomain,500 Moderate,500.0,4.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,1",U
225,17,30,0,1.0,,1.0,11.0,,1.0,5.0,1.0,4.0,,,,,,,,2.0,2.0,3.0,2.0,,,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,1",Y
226,18,22,1,1.0,,,9.0,1.0,,8.0,,,4.0,4.0,6.0,3.0,2.0,5.0,,1.0,1.0,,,1999-12-22 19:00:00,6409.0,2.0,Verified,499 Moderate,499.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
228,9,69,0,1.0,1.0,,3.0,,1.0,,1.0,1.0,,,,,,,,1.0,2.0,1.0,1.0,1998-04-28 20:00:00,7010.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,,"0,27",U
229,10,55,1,1.0,,1.0,2.0,,,,2.0,,4.0,3.0,2.0,2.0,2.0,1.0,,,,3.0,,1996-06-22 08:00:00,7685.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
230,10,23,0,,,,22.0,2.0,2.0,12.0,,6.0,,,,,,,,2.0,1.0,3.0,5.0,1996-06-22 08:00:00,7685.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
231,11,57,0,3.0,1.0,,7.0,,3.0,,,2.0,,6.0,,,2.0,,,,,,,1995-08-13 07:00:00,8000.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,33",U
232,13,30,0,,,,2.0,1.0,,,,1.0,,,,,,,,4.0,1.0,,1.0,1995-08-13 07:00:00,8002.0,118.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
233,15,23,0,,,,2.0,,1.0,,1.0,,,,,,,,,,1.0,2.0,2.0,1995-08-13 07:00:00,8000.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,1",U
234,8,23,1,,,,10.0,5.0,,3.0,,2.0,,,,,,,,,10.0,3.0,3.0,1998-04-28 20:00:00,7012.0,43.0,Verified,488 Moderate,488.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,1",U
235,10,22,0,,,,1.0,,,1.0,,,,,,,,,,,,,,1998-04-28 20:00:00,7012.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
236,12,24,0,2.0,,1.0,19.0,,3.0,14.0,1.0,,1.0,,6.0,1.0,,4.0,2.0,,,1.0,,1998-04-28 20:00:00,7012.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
237,15,30,1,1.0,,,4.0,1.0,,3.0,,,,,,,,,2.0,1.0,4.0,,1.0,1998-04-28 20:00:00,7011.0,49.0,Verified,486 Moderate,486.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
238,17,24,0,4.0,1.0,2.0,21.0,4.0,5.0,4.0,2.0,6.0,,,,,,,,,5.0,,2.0,1999-10-07 20:00:00,6485.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,1",U
239,18,26,0,,,,2.0,,1.0,,1.0,,,,,,,,,,4.0,2.0,,1995-08-13 07:00:00,8002.0,55.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
240,22,29,0,1.0,,,11.0,1.0,,10.0,,,2.0,,6.0,2.0,,1.0,,1.0,,,,1995-08-13 07:00:00,8002.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
241,22,24,0,2.0,1.0,,18.0,,3.0,13.0,,1.0,,1.0,,,1.0,,,,2.0,,,1999-12-22 19:00:00,6409.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
242,22,31,0,5.0,1.0,2.0,14.0,2.0,7.0,,2.0,2.0,,3.0,6.0,,1.0,1.0,,11.0,11.0,2.0,5.0,,,230.0,ValidDomain,290 Low,290.0,4.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
