,v001,v002,response,v4,v5,v14,v29,v120,v123,v173,v174,v175,v176,v177,v178,v179,v180,v181,v182,v183,v184,v185,v186,v191,v192,v193,v194,v195,v196,v197,v198,v199,v200,v201,v202,v203,v204,v172.1
578,14.0,45.0,0,,,,4.0,,6.0,835430400.0,7717.0,1494269735.0,92.0,1494269735.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
579,14.0,29.0,0,,,,20.0,,,1086806103.0,4808.0,1502273304.0,0.0,1502273302.0,Verified,275 Low,275.0,2.0,12.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Low,4.0,510.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
580,15.0,25.0,0,1000.0,1.0,1000.0,26.0,,1.0,893793600.0,7041.0,1502202779.0,0.0,1502202779.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,U
581,15.0,28.0,0,,,,16.0,1.0,,893793600.0,7041.0,1502202380.0,0.0,1502202380.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
582,16.0,27.0,0,4200.0,3.0,4240.2,11.0,7.0,29.0,808297200.0,8031.0,1493276400.0,103.0,1502202867.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
583,16.0,68.0,0,,,,5.0,3.0,2.0,945889200.0,6438.0,1502201657.0,0.0,1502201657.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
584,17.0,43.0,0,,,,7.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,22.0,27.0,0,500.0,1.0,500.0,2.0,1.0,1.0,1042830000.0,5317.0,1502257376.0,0.0,1502257374.0,ValidDomain,500 Moderate,500.0,4.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
587,23.0,32.0,0,,,,6.0,1.0,3.0,808297200.0,8032.0,1502257423.0,0.0,1502257423.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
588,0.0,20.0,0,,,,2.0,,1.0,945889200.0,6439.0,1502257382.0,0.0,1502257382.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
589,1.0,39.0,0,,,,9.0,,,,,1502273280.0,0.0,1502273278.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,U
590,6.0,64.0,0,50.0,2.0,657.2,40.0,,3.0,893793600.0,7042.0,1473145200.0,336.0,1481074147.0,Verified,271 Low,271.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
591,9.0,26.0,0,6182.04,2.0,5598.4,3.0,1.0,2.0,808297200.0,8032.0,1486127028.0,186.0,1502283826.0,Verified,248 Low,248.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
592,9.0,23.0,0,12833.41,3.0,12990.43,45.0,4.0,3.0,808297200.0,8032.0,1498382522.0,44.0,1498382521.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
593,11.0,33.0,0,,,,2.0,,1.0,893793600.0,7042.0,1502283818.0,0.0,1502283818.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
594,11.0,55.0,0,5369.32,2.0,5399.22,9.0,1.0,,808297200.0,8032.0,1502273435.0,0.0,1502273434.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
595,12.0,23.0,0,7849.05,4.0,7871.25,25.0,3.0,8.0,945889200.0,6439.0,1502277034.0,0.0,1502277034.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,U
596,16.0,38.0,0,2500.0,1.0,2500.0,1.0,,,808297200.0,8033.0,1502359455.0,0.0,1502359455.0,Verified,500+Moderate,500.0,2.0,8.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,wifi,U
597,16.0,33.0,0,1000.0,1.0,1000.0,5.0,1.0,1.0,808297200.0,8032.0,1357648260.0,1673.0,1502291516.0,Verified,096 Very Low,96.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,P
598,19.0,43.0,0,300.0,1.0,336.99,23.0,,3.0,939326400.0,6515.0,1502299087.0,0.0,1502299086.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
599,19.0,64.0,0,500.0,1.0,400.26,2.0,9.0,18.0,893793600.0,7042.0,1486133720.0,186.0,1489082700.0,Verified,298 Low,298.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
600,22.0,25.0,1,1880.0,3.0,2028.67,3.0,2.0,,945889200.0,6441.0,1300046374.0,2342.0,1502441023.0,Verified,088 Very Low,88.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
601,22.0,26.0,0,,,,7.0,,,808297200.0,8033.0,1500620384.0,19.0,1500620384.0,Verified,500+Moderate,500.0,2.0,8.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,mobile,U
602,1.0,27.0,0,,,,4.0,1.0,2.0,808297200.0,8033.0,1502343841.0,0.0,1502343841.0,Verified,500+Moderate,500.0,2.0,8.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,wifi,U
603,7.0,58.0,0,9000.0,2.0,9652.3,12.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,9.0,73.0,0,1000.0,1.0,1119.6,14.0,1.0,4.0,1042830000.0,5318.0,1502358496.0,0.0,1502358496.0,Verified,500+Moderate,500.0,2.0,28.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,mobile,U
605,10.0,53.0,0,750.0,1.0,745.43,1.0,2.0,2.0,939326400.0,6516.0,1500321679.0,23.0,1500321678.0,Verified,493+Moderate,493.0,2.0,28.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,wired,U
606,10.0,65.0,0,10000.0,3.0,9360.4,20.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,10.0,27.0,0,,,,15.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,10.0,56.0,0,1033.0,1.0,1175.04,45.0,9.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,10.0,44.0,0,,,,3.0,,3.0,788986800.0,8256.0,1502366968.0,0.0,1502366966.0,ValidDomain,500+Moderate,500.0,4.0,29.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,1.0,1.0,Not+Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,mobile,U
610,10.0,34.0,0,,,,30.0,,,1202681847.0,3468.0,1502355109.0,0.0,1502355108.0,Verified,500+Moderate,500.0,2.0,28.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,wired,U
611,10.0,29.0,0,500.0,1.0,510.0,3.0,,,893793600.0,7043.0,1502356308.0,0.0,1502356307.0,Verified,500+Moderate,500.0,2.0,28.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,wifi,U
612,11.0,58.0,0,,,,29.0,,,835430400.0,7718.0,1502356481.0,0.0,1502356480.0,Verified,500+Moderate,500.0,2.0,28.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,wifi,U
613,11.0,52.0,0,5000.0,2.0,5537.75,30.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,11.0,57.0,0,6260.12,5.0,6275.72,24.0,1.0,22.0,1048593600.0,5251.0,1502369665.0,0.0,1502369664.0,ValidDomain,500+Moderate,500.0,4.0,29.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,1.0,1.0,Not+Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,wifi,U
615,11.0,45.0,0,4000.0,2.0,4498.75,11.0,2.0,,893793600.0,7043.0,1502377037.0,0.0,1502377037.0,Verified,500+Moderate,500.0,2.0,28.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,wifi,U
616,12.0,26.0,0,,,,1.0,,,808297200.0,8033.0,1502359862.0,0.0,1502359862.0,Verified,500+Moderate,500.0,2.0,8.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,mobile,U
617,12.0,26.0,0,,,,4.0,,,893793600.0,7043.0,1502361034.0,0.0,1502361034.0,Verified,500+Moderate,500.0,2.0,28.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,wifi,U
618,13.0,36.0,0,3500.0,2.0,3500.0,4.0,3.0,,808297200.0,8033.0,1502364195.0,0.0,1502364194.0,Verified,500+Moderate,500.0,2.0,8.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,wifi,U
619,13.0,26.0,0,,,,1.0,,1.0,893793600.0,7044.0,1502445898.0,0.0,1502445898.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
620,13.0,65.0,0,,,,2.0,,,808297200.0,8033.0,1502364981.0,0.0,1502364981.0,Verified,500+Moderate,500.0,2.0,8.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,wifi,U
621,13.0,47.0,1,9856.74,2.0,6770.43,6.0,,4.0,835430400.0,7718.0,1502377594.0,0.0,1502377594.0,ValidDomain,500+Moderate,500.0,4.0,8.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,1.0,1.0,Not+Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,mobile,U
622,13.0,34.0,0,5043.97,5.0,5127.54,25.0,,5.0,893793600.0,7043.0,1502365560.0,0.0,1502365560.0,Verified,500+Moderate,500.0,2.0,28.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,mobile,U
623,13.0,27.0,0,,,,5.0,2.0,3.0,808297200.0,8033.0,1393657200.0,1258.0,1502369670.0,Verified,114+Low,114.0,2.0,14.0,3.0,Lower+Fraud+Risk,2.0,Fraud+Score+101+to+300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,wifi,N
624,13.0,29.0,0,2400.0,1.0,1457.16,30.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,15.0,30.0,1,,,,,,,893793600.0,7043.0,1502293479.0,0.0,1502293478.0,Verified,500+Moderate,500.0,2.0,28.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,wifi,U
626,15.0,43.0,0,,,,22.0,2.0,,945889200.0,6440.0,1502373790.0,0.0,1502373790.0,Verified,500+Moderate,500.0,2.0,28.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,wired,U
627,15.0,33.0,0,11754.31,3.0,12480.85,32.0,4.0,3.0,808297200.0,8033.0,1502373945.0,0.0,1502373945.0,Verified,500+Moderate,500.0,2.0,8.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,wifi,U
628,16.0,30.0,0,3000.0,1.0,3187.5,35.0,2.0,9.0,945889200.0,6440.0,1502374853.0,0.0,1502374853.0,Verified,500+Moderate,500.0,2.0,28.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,mobile,U
629,16.0,58.0,0,1900.0,2.0,1762.38,7.0,2.0,10.0,808297200.0,8034.0,1502443158.0,0.0,1502443157.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
630,16.0,58.0,0,,,,56.0,1.0,3.0,893793600.0,7043.0,1502377050.0,0.0,1502377049.0,Verified,500+Moderate,500.0,2.0,28.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,wifi,U
631,16.0,34.0,1,1460.0,1.0,1645.13,67.0,4.0,1.0,893793600.0,7043.0,1502377937.0,0.0,1502377937.0,Verified,500+Moderate,500.0,2.0,28.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,mobile,U
632,18.0,30.0,0,9498.8,2.0,8502.59,5.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,18.0,52.0,0,12956.25,2.0,13419.61,17.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,19.0,31.0,0,600.0,1.0,600.0,3.0,,3.0,945889200.0,6440.0,1502386418.0,0.0,1502386417.0,Verified,500+Moderate,500.0,2.0,28.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,wifi,U
635,19.0,36.0,0,1500.0,1.0,1500.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,21.0,24.0,0,,,,4.0,2.0,1.0,945889200.0,6441.0,1502445859.0,0.0,1502445859.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
637,22.0,24.0,0,5130.0,3.0,5520.53,6.0,2.0,5.0,808297200.0,8034.0,1502429752.0,0.0,1502429752.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
638,22.0,31.0,0,,,,3.0,,,893793600.0,7044.0,1502429673.0,0.0,1502429673.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
639,22.0,30.0,0,2000.0,2.0,2154.0,3.0,3.0,5.0,893793600.0,7044.0,1480489200.0,253.0,1486662588.0,Verified,286 Low,286.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
640,22.0,44.0,1,2000.0,1.0,2000.0,1.0,,,893793600.0,7044.0,1502430699.0,0.0,1502430698.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
641,0.0,26.0,0,,,,5.0,,,808297200.0,8034.0,1312182000.0,2202.0,1502429679.0,Verified,089 Very Low,89.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,Y
642,1.0,30.0,0,,,,3.0,1.0,2.0,893793600.0,7044.0,1502431842.0,0.0,1502431842.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
643,2.0,28.0,0,2500.0,1.0,2519.1,3.0,1.0,3.0,945889200.0,6441.0,1502431784.0,0.0,1502431784.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
644,6.0,41.0,0,,,,30.0,1.0,2.0,893793600.0,7044.0,1502430589.0,0.0,1502430589.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
645,7.0,40.0,0,,,,15.0,2.0,1.0,945889200.0,6441.0,1502432672.0,0.0,1502432671.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,U
646,7.0,30.0,0,,,,36.0,5.0,2.0,927619200.0,6652.0,1502429856.0,0.0,1502429854.0,ValidDomain,500 Moderate,500.0,4.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
647,7.0,38.0,0,,,,63.0,4.0,5.0,939326400.0,6517.0,1502431875.0,0.0,1502431874.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
648,8.0,46.0,0,1000.0,1.0,1000.0,33.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,9.0,26.0,0,5402.0,3.0,5423.4,11.0,2.0,1.0,808297200.0,8034.0,1502436005.0,0.0,1502436005.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
650,9.0,53.0,0,,,,58.0,2.0,4.0,939326400.0,6517.0,1502441241.0,0.0,1502441240.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
651,9.0,42.0,0,6151.67,3.0,5993.13,58.0,3.0,4.0,893793600.0,7044.0,1502457488.0,0.0,1502457488.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
652,9.0,25.0,0,,,,,,,893793600.0,7044.0,1502439641.0,0.0,1502439641.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
653,10.0,34.0,1,256.44,1.0,256.54,11.0,6.0,1.0,893793600.0,7044.0,1502457485.0,0.0,1502457485.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,U
654,10.0,44.0,0,1500.0,1.0,1500.0,6.0,,1.0,1048593600.0,5252.0,1502442109.0,0.0,1502442107.0,ValidDomain,500 Moderate,500.0,4.0,29.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
655,10.0,21.0,0,2000.0,2.0,2049.5,10.0,11.0,6.0,,,1502441548.0,0.0,1502441548.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
656,10.0,21.0,1,2551.51,2.0,2570.91,3.0,3.0,,808297200.0,8034.0,1292709889.0,2427.0,1502457480.0,Verified,087 Very Low,87.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
657,10.0,33.0,0,,,,1.0,,,808297200.0,8034.0,1502441981.0,0.0,1502441980.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
658,10.0,47.0,0,2000.0,2.0,1289.64,9.0,4.0,1.0,808297200.0,8034.0,1501257705.0,13.0,1501257705.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
