,v001,v002,response,v4,v5,v14,v24,v25,v28,v29,v33,v34,v37,v120,v123,v173,v174,v175,v176,v177,v178,v179,v180,v181,v182,v183,v184,v185,v186,v191,v192,v193,v194,v195,v196,v197,v198,v199,v200,v201,v202,v203,v204,v172.1
574,12,22,0,2668.71,2.0,2530.61,2214.73,,6078.43,12.0,2.0,,8.0,65.0,28.0,1995-08-13 07:00:00,8032.0,2017-03-08 22:02:37,153.0,2017-03-08 22:02:38,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
576,13,46,0,6000,2.0,6224.9,6000,3000,9000,10.0,2.0,2.0,5.0,1.0,4.0,1998-04-28 20:00:00,7041.0,2017-08-08 12:11:45,0.0,2017-08-08 12:11:45,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
579,14,29,0,,,,,21805.2,,20.0,,19.0,,,,2004-06-09 18:35:03,4808.0,2017-08-09 10:08:24,0.0,2017-08-09 10:08:22,verified,275 low,275.0,2.0,12.0,3.0,lower fraud risk,2.0,fraud score 101 to 300,1.0,1.0,yes,yes,low,4.0,510.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
580,15,25,0,1000,1.0,1000,,36400,,26.0,,25.0,,,1.0,1998-04-28 20:00:00,7041.0,2017-08-08 14:32:59,0.0,2017-08-08 14:32:59,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wired,u
581,15,28,0,,,,700,3100,1150,16.0,2.0,6.0,3.0,1.0,,1998-04-28 20:00:00,7041.0,2017-08-08 14:26:20,0.0,2017-08-08 14:26:20,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
582,16,27,0,4200,3.0,4240.2,4200,,10200,11.0,3.0,,7.0,7.0,29.0,1995-08-13 07:00:00,8031.0,2017-04-27 07:00:00,103.0,2017-08-08 14:34:27,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
583,16,68,0,,,,3000,2300,1500,5.0,2.0,2.0,1.0,3.0,2.0,1999-12-22 19:00:00,6438.0,2017-08-08 14:14:17,0.0,2017-08-08 14:14:17,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
586,22,27,0,500,1.0,500,500,,500,2.0,1.0,,1.0,1.0,1.0,2003-01-17 19:00:00,5317.0,2017-08-09 05:42:56,0.0,2017-08-09 05:42:54,validdomain,500 moderate,500.0,4.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,not sure,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
587,23,32,0,,,,300,,3500,6.0,1.0,,3.0,1.0,3.0,1995-08-13 07:00:00,8032.0,2017-08-09 05:43:43,0.0,2017-08-09 05:43:43,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
591,9,26,0,6182.04,2.0,5598.4,,,5682.04,3.0,,,2.0,1.0,2.0,1995-08-13 07:00:00,8032.0,2017-02-03 13:03:48,186.0,2017-08-09 13:03:46,verified,248 low,248.0,2.0,14.0,3.0,lower fraud risk,2.0,fraud score 101 to 300,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
592,9,23,0,12833.41,3.0,12990.43,10633.71,24895,9999.7,45.0,4.0,27.0,3.0,4.0,3.0,1995-08-13 07:00:00,8032.0,2017-06-25 09:22:02,44.0,2017-06-25 09:22:01,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,2.0,2.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
594,11,55,0,5369.32,2.0,5399.22,6600,,1700,9.0,2.0,,2.0,1.0,,1995-08-13 07:00:00,8032.0,2017-08-09 10:10:35,0.0,2017-08-09 10:10:34,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
595,12,23,0,7849.05,4.0,7871.25,11693.8,11700,8306.44,25.0,5.0,10.0,5.0,3.0,8.0,1999-12-22 19:00:00,6439.0,2017-08-09 11:10:34,0.0,2017-08-09 11:10:34,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wired,u
597,16,33,0,1000,1.0,1000,1000,2400,1000,5.0,1.0,3.0,1.0,1.0,1.0,1995-08-13 07:00:00,8032.0,2013-01-08 12:31:00,1673.0,2017-08-09 15:11:56,verified,096 very low,96.0,2.0,14.0,3.0,lower fraud risk,1.0,fraud score 1 to 100,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,p
598,19,43,0,300,1.0,336.99,900,21480,1490,23.0,1.0,15.0,3.0,,3.0,1999-10-07 20:00:00,6515.0,2017-08-09 17:18:07,0.0,2017-08-09 17:18:06,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
599,19,64,0,500,1.0,400.26,500,,200,2.0,1.0,,1.0,9.0,18.0,1998-04-28 20:00:00,7042.0,2017-02-03 14:55:20,186.0,2017-03-09 18:05:00,verified,298 low,298.0,2.0,14.0,3.0,lower fraud risk,2.0,fraud score 101 to 300,2.0,2.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
602,1,27,0,,,,2500,,4200,4.0,1.0,,3.0,1.0,2.0,1995-08-13 07:00:00,8033.0,2017-08-10 05:44:01,0.0,2017-08-10 05:44:01,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
604,9,73,0,1000,1.0,1119.6,1800,1550,5200,14.0,2.0,2.0,5.0,1.0,4.0,2003-01-17 19:00:00,5318.0,2017-08-10 09:48:16,0.0,2017-08-10 09:48:16,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
605,10,53,0,750,1.0,745.43,,,750,1.0,,,1.0,2.0,2.0,1999-10-07 20:00:00,6516.0,2017-07-17 20:01:19,23.0,2017-07-17 20:01:18,verified,493 moderate,493.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wired,u
611,10,29,0,500,1.0,510,2500,,,3.0,1.0,,,,,1998-04-28 20:00:00,7043.0,2017-08-10 09:11:48,0.0,2017-08-10 09:11:47,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
614,11,57,0,6260.12,5.0,6275.72,1430.06,16126.78,8930.06,24.0,2.0,11.0,4.0,1.0,22.0,2003-03-25 12:00:00,5251.0,2017-08-10 12:54:25,0.0,2017-08-10 12:54:24,validdomain,500 moderate,500.0,4.0,29.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,not sure,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
615,11,45,0,4000,2.0,4498.75,3000,3200,3500,11.0,1.0,4.0,1.0,2.0,,1998-04-28 20:00:00,7043.0,2017-08-10 14:57:17,0.0,2017-08-10 14:57:17,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
618,13,36,0,3500,2.0,3500,4500,,,4.0,2.0,,,3.0,,1995-08-13 07:00:00,8033.0,2017-08-10 11:23:15,0.0,2017-08-10 11:23:14,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
621,13,47,1,9856.74,2.0,6770.43,,6400,254.93,6.0,,3.0,1.0,,4.0,1996-06-22 08:00:00,7718.0,2017-08-10 15:06:34,0.0,2017-08-10 15:06:34,validdomain,500 moderate,500.0,4.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,not sure,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
622,13,34,0,5043.97,5.0,5127.54,3657.52,12110,6828.76,25.0,4.0,13.0,4.0,,5.0,1998-04-28 20:00:00,7043.0,2017-08-10 11:46:00,0.0,2017-08-10 11:46:00,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
623,13,27,0,,,,900,550,2000,5.0,1.0,1.0,2.0,2.0,3.0,1995-08-13 07:00:00,8033.0,2014-03-01 07:00:00,1258.0,2017-08-10 12:54:30,verified,114 low,114.0,2.0,14.0,3.0,lower fraud risk,2.0,fraud score 101 to 300,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,n
627,15,33,0,11754.31,3.0,12480.85,17294.31,28108,19948.37,32.0,5.0,15.0,7.0,4.0,3.0,1995-08-13 07:00:00,8033.0,2017-08-10 14:05:45,0.0,2017-08-10 14:05:45,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
628,16,30,0,3000,1.0,3187.5,3000,20897,5800,35.0,1.0,25.0,4.0,2.0,9.0,1999-12-22 19:00:00,6440.0,2017-08-10 14:20:53,0.0,2017-08-10 14:20:53,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
629,16,58,0,1900,2.0,1762.38,2500,,4532.2,7.0,2.0,,5.0,2.0,10.0,1995-08-13 07:00:00,8034.0,2017-08-11 09:19:18,0.0,2017-08-11 09:19:17,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
630,16,58,0,,,,,28098,1292.15,56.0,,49.0,2.0,1.0,3.0,1998-04-28 20:00:00,7043.0,2017-08-10 14:57:30,0.0,2017-08-10 14:57:29,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
631,16,34,1,1460,1.0,1645.13,910,103252,100,67.0,2.0,59.0,1.0,4.0,1.0,1998-04-28 20:00:00,7043.0,2017-08-10 15:12:17,0.0,2017-08-10 15:12:17,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
634,19,31,0,600,1.0,600,,,600,3.0,,,1.0,,3.0,1999-12-22 19:00:00,6440.0,2017-08-10 17:33:38,0.0,2017-08-10 17:33:37,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
637,22,24,0,5130,3.0,5520.53,5130,,2800,6.0,3.0,,2.0,2.0,5.0,1995-08-13 07:00:00,8034.0,2017-08-11 05:35:52,0.0,2017-08-11 05:35:52,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
638,22,31,0,,,,,600,,3.0,,1.0,,,,1998-04-28 20:00:00,7044.0,2017-08-11 05:34:33,0.0,2017-08-11 05:34:33,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
639,22,30,0,2000,2.0,2154,1800,,,3.0,2.0,,,3.0,5.0,1998-04-28 20:00:00,7044.0,2016-11-30 07:00:00,253.0,2017-02-09 17:49:48,verified,286 low,286.0,2.0,14.0,3.0,lower fraud risk,2.0,fraud score 101 to 300,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
642,1,30,0,,,,,,1500,3.0,,,1.0,1.0,2.0,1998-04-28 20:00:00,7044.0,2017-08-11 06:10:42,0.0,2017-08-11 06:10:42,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
643,2,28,0,2500,1.0,2519.1,,1900,,3.0,,2.0,,1.0,3.0,1999-12-22 19:00:00,6441.0,2017-08-11 06:09:44,0.0,2017-08-11 06:09:44,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
644,6,41,0,,,,2500,13700,1144,30.0,1.0,17.0,3.0,1.0,2.0,1998-04-28 20:00:00,7044.0,2017-08-11 05:49:49,0.0,2017-08-11 05:49:49,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
645,7,40,0,,,,,12100,1000,15.0,,9.0,1.0,2.0,1.0,1999-12-22 19:00:00,6441.0,2017-08-11 06:24:32,0.0,2017-08-11 06:24:31,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wired,u
646,7,30,0,,,,6200,25622,3000,36.0,5.0,23.0,4.0,5.0,2.0,1999-05-25 08:00:00,6652.0,2017-08-11 05:37:36,0.0,2017-08-11 05:37:34,validdomain,500 moderate,500.0,4.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,not sure,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
647,7,38,0,,,,80,28453,1775.7,63.0,1.0,45.0,8.0,4.0,5.0,1999-10-07 20:00:00,6517.0,2017-08-11 06:11:15,0.0,2017-08-11 06:11:14,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
649,9,26,0,5402,3.0,5423.4,4684.2,,7150,11.0,2.0,,4.0,2.0,1.0,1995-08-13 07:00:00,8034.0,2017-08-11 07:20:05,0.0,2017-08-11 07:20:05,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
650,9,53,0,,,,850,55650,2732.08,58.0,1.0,50.0,2.0,2.0,4.0,1999-10-07 20:00:00,6517.0,2017-08-11 08:47:21,0.0,2017-08-11 08:47:20,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
651,9,42,0,6151.67,3.0,5993.13,8351.67,40111,8428,58.0,4.0,36.0,7.0,3.0,4.0,1998-04-28 20:00:00,7044.0,2017-08-11 13:18:08,0.0,2017-08-11 13:18:08,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
653,10,34,1,256.44,1.0,256.54,256.44,7800,300,11.0,1.0,9.0,1.0,6.0,1.0,1998-04-28 20:00:00,7044.0,2017-08-11 13:18:05,0.0,2017-08-11 13:18:05,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wired,u
654,10,44,0,1500,1.0,1500,2100,4250,2500,6.0,1.0,3.0,1.0,,1.0,2003-03-25 12:00:00,5252.0,2017-08-11 09:01:49,0.0,2017-08-11 09:01:47,validdomain,500 moderate,500.0,4.0,29.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,not sure,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
655,10,21,0,2000,2.0,2049.5,3600,,3000,10.0,4.0,,3.0,11.0,6.0,,,2017-08-11 08:52:28,0.0,2017-08-11 08:52:28,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
656,10,21,1,2551.51,2.0,2570.91,700,,,3.0,2.0,,,3.0,,1995-08-13 07:00:00,8034.0,2010-12-18 22:04:49,2427.0,2017-08-11 13:18:00,verified,087 very low,87.0,2.0,14.0,3.0,lower fraud risk,1.0,fraud score 1 to 100,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
658,10,47,0,2000,2.0,1289.64,2000,3301,600,9.0,2.0,5.0,1.0,4.0,1.0,1995-08-13 07:00:00,8034.0,2017-07-28 16:01:45,13.0,2017-07-28 16:01:45,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
659,10,32,0,194,1.0,209.13,831,10850,2286,59.0,3.0,40.0,8.0,6.0,5.0,1998-04-28 20:00:00,7044.0,2017-08-11 09:12:33,0.0,2017-08-11 09:12:33,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
660,11,39,0,3682.2,2.0,3698.2,3700,35869,5650,43.0,2.0,30.0,5.0,2.0,3.0,1995-08-13 07:00:00,8034.0,2017-08-11 09:38:01,0.0,2017-08-11 09:38:01,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,n
661,12,25,0,4600,2.0,4621.4,2600,10950,1950,16.0,1.0,10.0,2.0,3.0,,1998-04-28 20:00:00,7044.0,2017-08-11 15:20:00,0.0,2017-08-11 15:20:00,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wired,u
662,12,35,0,,,,800,11527.3,2610,32.0,1.0,15.0,8.0,1.0,11.0,1998-04-28 20:00:00,7044.0,2017-08-11 10:35:22,0.0,2017-08-11 10:35:22,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
663,12,52,0,2500,2.0,2508.2,4000,,1600,5.0,3.0,,1.0,1.0,,1998-04-28 20:00:00,7044.0,2017-08-11 11:14:47,0.0,2017-08-11 11:14:47,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wired,u
664,13,28,0,5230,2.0,5306.5,5500,1200,5889.28,10.0,2.0,1.0,3.0,2.0,3.0,1995-08-13 07:00:00,8034.0,2016-09-21 07:00:00,323.0,2016-12-08 20:34:38,verified,224 low,224.0,2.0,14.0,3.0,lower fraud risk,2.0,fraud score 101 to 300,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
667,13,46,0,8000,1.0,9097.99,70000,112150,49000,74.0,13.0,36.0,9.0,12.0,6.0,,,2017-08-11 11:41:44,0.0,2017-08-11 11:41:44,validdomain,500 moderate,500.0,4.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,not sure,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
668,13,29,0,5000,2.0,5024.7,3000,1200,,3.0,1.0,1.0,,1.0,,2001-01-01 19:00:00,6065.0,2017-08-11 12:00:09,0.0,2017-08-11 12:00:09,validdomain,500 moderate,500.0,4.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,not sure,yes,low,4.0,510.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,dialup,u
670,13,29,0,1900,1.0,1915.5,4900,7250,13750,15.0,1.0,4.0,4.0,2.0,10.0,1998-04-28 20:00:00,7044.0,2017-08-11 15:11:02,0.0,2017-08-11 15:11:01,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
675,14,28,0,2500,1.0,2726,4800,,,5.0,4.0,,,7.0,4.0,1999-10-07 20:00:00,6517.0,2017-08-11 15:22:55,0.0,2017-08-11 15:22:54,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
677,15,30,0,11658.83,4.0,11922.83,7158.83,,11760.14,11.0,2.0,,4.0,2.0,7.0,1995-08-13 04:00:00,8037.0,2017-01-18 09:14:13,207.0,2017-01-18 09:14:13,verified,244 low,244.0,2.0,14.0,3.0,lower fraud risk,2.0,fraud score 101 to 300,2.0,2.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
678,15,30,0,1900,2.0,1515.36,1900,,1000,6.0,2.0,,1.0,1.0,1.0,1998-04-28 20:00:00,7047.0,2017-08-14 10:02:07,0.0,2017-08-14 10:02:07,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
679,15,23,0,2400,2.0,1548.43,2200,,2000,4.0,2.0,,2.0,1.0,3.0,1995-08-13 07:00:00,8034.0,2017-08-11 14:18:25,0.0,2017-08-11 14:18:25,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
681,16,40,1,3973.79,2.0,4310.15,1500,5300,1300,8.0,1.0,3.0,1.0,1.0,,,,2017-08-11 14:49:41,0.0,2017-08-11 14:49:40,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
682,16,66,0,7900,3.0,7927.9,2500,4400,4100,10.0,1.0,4.0,2.0,2.0,1.0,1999-10-07 20:00:00,6517.0,2017-08-11 14:28:25,0.0,2017-08-11 14:28:24,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
683,16,41,0,800,1.0,800,,3100,,5.0,,4.0,,2.0,,1998-04-28 20:00:00,7044.0,2017-08-11 14:57:44,0.0,2017-08-11 14:57:44,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,n
686,17,52,1,750,1.0,390,,4950,,4.0,,4.0,,4.0,,1999-10-07 20:00:00,6520.0,2017-08-14 10:02:11,0.0,2017-08-14 10:02:10,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
687,17,21,0,1200,1.0,1209.9,500,,,2.0,1.0,,,,,1995-08-13 04:00:00,8037.0,2017-08-14 10:02:17,0.0,2017-08-14 10:02:17,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
